2,1,"Organic_Fruits",5,100000.00,"2018-09-27","2018-12-17",21
8,1,"Legumes",7,140000.00,"2018-11-16","2018-11-24",14
9,1,"Legumes",5,100000.00,"2018-09-23","2019-01-01",14
11,1,"Meat",4,300000.00,"2018-10-26","2018-11-18",18
15,1,"Spices",5,25000.00,"2018-11-20","2018-10-16",15
24,1,"Legumes",10,200000.00,"2018-12-18","2018-09-16",14
32,1,"Organic_Vegetables",8,80000.00,"2018-09-17","2018-12-28",9
41,1,"Meat",7,525000.00,"2018-11-27","2018-12-20",18
46,1,"Meat",6,450000.00,"2018-12-15","2018-11-06",18
49,1,"Fish",6,120000.00,"2018-08-11","2018-09-23",5
57,1,"Health_Drinks",9,45000.00,"2018-11-03","2018-12-01",3
59,1,"Meat",8,600000.00,"2018-12-05","2018-12-16",18
60,1,"Breads",5,15000.00,"2018-09-07","2019-01-07",1
62,1,"Organic_Fruits",4,80000.00,"2018-11-11","2018-10-08",21
66,1,"Legumes",8,160000.00,"2018-10-28","2018-08-11",14
69,1,"Fish",2,40000.00,"2018-12-03","2018-12-23",5
70,1,"Fresh_Vegetables",2,10000.00,"2018-09-16","2018-10-12",20
72,1,"Organic_Vegetables",2,20000.00,"2019-01-01","2018-10-12",9
73,1,"Fresh_Fruits",2,40000.00,"2018-08-11","2018-12-14",16
74,1,"Salt",7,35000.00,"2018-09-11","2018-12-26",6
75,1,"Fresh_Vegetables",4,20000.00,"2018-08-16","2018-08-19",20
76,1,"Noodles",10,35000.00,"2018-11-08","2018-11-10",7
79,1,"Cakes",10,20000.00,"2018-12-15","2018-12-17",2
81,1,"Organic_Fruits",2,40000.00,"2018-10-10","2018-10-13",21
84,1,"Chicken",8,320000.00,"2018-10-26","2018-11-03",12
85,1,"Fish",3,60000.00,"2018-10-02","2018-11-01",5
96,1,"Organic_Vegetables",2,20000.00,"2018-09-13","2018-08-20",9
99,1,"Flour",5,70000.00,"2018-08-24","2018-11-25",10
100,1,"Cookies",8,16000.00,"2018-12-08","2018-09-28",8
102,1,"Salt",8,40000.00,"2018-11-19","2018-10-27",6
107,1,"Breads",3,9000.00,"2019-01-04","2018-11-08",1
109,1,"Salt",8,40000.00,"2018-12-16","2018-10-13",6
116,1,"Noodles",5,17500.00,"2018-09-25","2018-10-01",7
122,1,"Cookies",1,2000.00,"2018-08-13","2018-10-19",8
124,1,"Chocolates",5,25000.00,"2018-09-11","2018-09-23",4
129,1,"Rice",6,66000.00,"2019-01-08","2018-08-19",17
132,1,"Cookies",6,12000.00,"2018-09-28","2018-10-19",8
138,1,"Biscuits",10,20000.00,"2018-11-16","2018-08-28",13
140,1,"Spices",4,20000.00,"2018-09-18","2018-09-14",15
142,1,"Noodles",2,7000.00,"2018-10-03","2018-12-10",7
149,1,"Cookies",6,12000.00,"2018-08-11","2018-09-26",8
151,1,"Rice",3,33000.00,"2018-08-10","2018-09-03",17
159,1,"Spices",10,50000.00,"2019-01-08","2018-12-22",15
161,1,"Salt",9,45000.00,"2019-01-03","2018-12-30",6
165,1,"Noodles",1,3500.00,"2018-12-11","2018-08-11",7
166,1,"Fresh_Fruits",4,80000.00,"2018-09-07","2018-09-17",16
171,1,"Cookies",5,10000.00,"2018-10-26","2018-09-18",8
176,1,"Biscuits",1,2000.00,"2019-01-05","2018-10-30",13
181,1,"Health_Drinks",1,5000.00,"2018-10-04","2018-12-25",3
186,1,"Meat",6,450000.00,"2018-12-24","2018-12-26",18
191,1,"Organic_Vegetables",9,90000.00,"2018-10-05","2018-12-13",9
192,1,"Fresh_Fruits",2,40000.00,"2018-09-09","2018-10-10",16
195,1,"Organic_Fruits",8,160000.00,"2018-12-24","2018-11-02",21
197,1,"Cakes",7,14000.00,"2018-12-18","2018-11-03",2
198,1,"Chocolates",9,45000.00,"2018-11-12","2018-09-01",4
202,1,"Meat",4,300000.00,"2018-10-29","2018-08-20",18
205,1,"Fresh_Fruits",5,100000.00,"2018-12-06","2018-12-24",16
207,1,"Meat",3,225000.00,"2018-09-27","2018-09-20",18
208,1,"Rice",10,110000.00,"2018-09-20","2018-11-25",17
212,1,"Chicken",10,400000.00,"2018-10-09","2018-11-22",12
213,1,"Spices",10,50000.00,"2018-09-06","2018-09-29",15
214,1,"Rice",8,88000.00,"2018-11-27","2018-11-09",17
215,1,"Biscuits",5,10000.00,"2018-08-16","2018-08-11",13
216,1,"Legumes",7,140000.00,"2018-08-21","2018-09-19",14
224,1,"Meat",3,225000.00,"2018-09-19","2018-09-25",18
227,1,"Edible_Oil",1,4500.00,"2018-08-24","2018-11-27",11
236,1,"Organic_Staples",2,36000.00,"2018-11-23","2018-11-21",19
237,1,"Cookies",3,6000.00,"2018-09-04","2018-09-16",8
240,1,"Biscuits",9,18000.00,"2018-12-05","2018-09-11",13
243,1,"Organic_Fruits",8,160000.00,"2018-10-02","2018-10-01",21
245,1,"Cakes",6,12000.00,"2018-10-16","2018-08-19",2
251,1,"Meat",5,375000.00,"2018-09-05","2018-09-23",18
253,1,"Spices",6,30000.00,"2018-11-01","2018-09-20",15
255,1,"Cakes",10,20000.00,"2018-09-12","2018-10-24",2
263,1,"Spices",8,40000.00,"2018-10-20","2018-11-19",15
268,1,"Organic_Staples",9,162000.00,"2018-11-21","2018-12-16",19
269,1,"Spices",3,15000.00,"2019-01-08","2018-09-12",15
277,1,"Cookies",3,6000.00,"2018-12-31","2018-11-04",8
278,1,"Organic_Vegetables",6,60000.00,"2018-11-29","2018-09-09",9
282,1,"Fresh_Vegetables",5,25000.00,"2018-12-15","2018-09-24",20
289,1,"Organic_Vegetables",4,40000.00,"2019-01-07","2018-12-24",9
290,1,"Organic_Fruits",4,80000.00,"2018-10-14","2018-11-05",21
294,1,"Organic_Fruits",6,120000.00,"2018-09-08","2018-09-10",21
296,1,"Edible_Oil",9,40500.00,"2018-11-23","2018-09-24",11
298,1,"Organic_Staples",9,162000.00,"2018-12-21","2018-12-25",19
303,1,"Organic_Vegetables",3,30000.00,"2018-09-23","2018-11-07",9
305,1,"Organic_Vegetables",6,60000.00,"2018-12-19","2018-09-17",9
306,1,"Fresh_Fruits",8,160000.00,"2018-10-13","2018-10-27",16
307,1,"Breads",10,30000.00,"2018-10-31","2018-12-10",1
308,1,"Spices",8,40000.00,"2018-10-14","2018-10-20",15
314,1,"Biscuits",6,12000.00,"2018-11-01","2018-12-31",13
318,1,"Salt",2,10000.00,"2018-10-16","2018-09-25",6
330,1,"Flour",4,56000.00,"2018-11-05","2018-11-28",10
331,1,"Spices",1,5000.00,"2018-11-01","2018-11-26",15
334,1,"Health_Drinks",4,20000.00,"2018-08-14","2018-10-05",3
336,1,"Legumes",1,20000.00,"2018-10-28","2018-11-29",14
343,1,"Health_Drinks",3,15000.00,"2018-10-29","2018-11-03",3
348,1,"Noodles",10,35000.00,"2018-08-18","2018-11-10",7
351,1,"Spices",7,35000.00,"2018-11-25","2018-10-01",15
353,1,"Organic_Fruits",4,80000.00,"2018-10-05","2018-12-27",21
354,1,"Chocolates",8,40000.00,"2018-12-02","2018-10-30",4
355,1,"Chicken",8,320000.00,"2018-11-15","2019-01-01",12
356,1,"Fresh_Vegetables",9,45000.00,"2018-12-31","2018-08-30",20
358,1,"Salt",9,45000.00,"2018-12-09","2018-12-15",6
360,1,"Meat",7,525000.00,"2018-09-04","2018-12-08",18
361,1,"Chocolates",7,35000.00,"2018-10-17","2018-10-14",4
